PageName,WikidataID,ImageURL
Yu Garden,Q1328025,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Shanghai_-_Yu_Garden_-_0035.jpg/450px-Shanghai_-_Yu_Garden_-_0035.jpg
Tay Bridge,Q6480690,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Taybridge_from_law_02SEP05.jpg/450px-Taybridge_from_law_02SEP05.jpg
Kyiv TV Tower,Q1369185,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/%D0%9A%D0%B8%D0%B5%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D1%82%D0%B5%D0%BB%D0%B5%D0%B1%D0%B0%D1%88%D0%BD%D1%8F.JPG/450px-%D0%9A%D0%B8%D0%B5%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D1%82%D0%B5%D0%BB%D0%B5%D0%B1%D0%B0%D1%88%D0%BD%D1%8F.JPG
Empire State Plaza,Q5374148,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Empire_State_Plaza_from_the_air.jpg/450px-Empire_State_Plaza_from_the_air.jpg
345 Park Avenue,Q3489200,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/345park.jpg/450px-345park.jpg
San Francisco Museum of Modern Art,Q913672,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/2017_SFMOMA_from_Yerba_Buena_Gardens.jpg/450px-2017_SFMOMA_from_Yerba_Buena_Gardens.jpg
Centre Point,Q2339039,https://upload.wikimedia.org/wikipedia/commons/9/90/Centre_Point_London.jpg
PPG Place,Q1322398,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Pittsburgh-pennsylvania-ppg-place-2007.jpg/450px-Pittsburgh-pennsylvania-ppg-place-2007.jpg
Manhattan Municipal Building,Q1156778,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Manhattan_Municipal_Building_%286215147594%29.jpg/450px-Manhattan_Municipal_Building_%286215147594%29.jpg
28 Liberty Street,Q1050074,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/One_Chase_Manhattan_Plaza_1.jpg/450px-One_Chase_Manhattan_Plaza_1.jpg
Harvard Yard,Q2838342,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Harvard_Yard_in_autumn%2C_Boston%2C_Massachusetts%2C_2015.jpg/450px-Harvard_Yard_in_autumn%2C_Boston%2C_Massachusetts%2C_2015.jpg
Valley View Center,Q7912265,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Sanger%E2%80%93Harris_mosaic_at_the_Valley_View_Center_Mall_in_Dallas%2C_Texas.jpg/450px-Sanger%E2%80%93Harris_mosaic_at_the_Valley_View_Center_Mall_in_Dallas%2C_Texas.jpg
Brighton i360,Q5968218,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Brighton_i360%2C_King%27s_Road%2C_Brighton_%28January_2017%29_%282%29.JPG/450px-Brighton_i360%2C_King%27s_Road%2C_Brighton_%28January_2017%29_%282%29.JPG
Walters Art Museum,Q210081,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Walters-museum-building_1.jpg/450px-Walters-museum-building_1.jpg
Suvarna Vidhana Soudha,Q7650488,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Suvarna_Vidhana_Soudha.jpg/450px-Suvarna_Vidhana_Soudha.jpg
70 Pine Street,Q262041,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/American_International_Building3.JPG/450px-American_International_Building3.JPG
1271 Avenue of the Americas,Q3528913,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/From_the_QM5_td_%282022-09-12%29_006_-_1271_Avenue_of_the_Americas.jpg/450px-From_the_QM5_td_%282022-09-12%29_006_-_1271_Avenue_of_the_Americas.jpg
4 Times Square,Q687413,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/4timessquare_23may2005.JPG/450px-4timessquare_23may2005.JPG
55 Water Street,Q244114,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/55_Water_Street_and_north_wing.jpg/450px-55_Water_Street_and_north_wing.jpg
Sierra Towers,Q7511597,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/SierraTowers04.jpg/450px-SierraTowers04.jpg
Bowling Green (New York City),Q895455,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Bowling_Green_Fence_and_Park_01.jpg/450px-Bowling_Green_Fence_and_Park_01.jpg
Chase Tower (Chicago),Q291304,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Chase_Tower_in_Chicago.jpg/450px-Chase_Tower_in_Chicago.jpg
Strata SE1,Q2284719,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Strata_SE1_from_Monument_2014.jpg/450px-Strata_SE1_from_Monument_2014.jpg
1 Wall Street,Q209017,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/1_Wall_Street_panoramic.jpg/450px-1_Wall_Street_panoramic.jpg
One Penn Plaza,Q1138648,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/One_Penn_Plaza%2C_New_York_City_in_June_2015_%28cropped%29.JPG/450px-One_Penn_Plaza%2C_New_York_City_in_June_2015_%28cropped%29.JPG
NBC Tower,Q1810949,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/NBC_Tower_070723.jpg/450px-NBC_Tower_070723.jpg
AXA Tower,Q887869,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/8ShentonWay-Singapore-20060808.jpg/450px-8ShentonWay-Singapore-20060808.jpg
"Senate House, London",Q3478501,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Senate_House%2C_University_of_London.jpg/450px-Senate_House%2C_University_of_London.jpg
375 Pearl Street,Q227873,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/VZ_Pearl_St_2018-03_jeh.jpg/450px-VZ_Pearl_St_2018-03_jeh.jpg
Library of Birmingham,Q6542576,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Library_of_Birmingham_%2832958941706%29.jpg/450px-Library_of_Birmingham_%2832958941706%29.jpg
Umeda Sky Building,Q1151808,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/2018_Umeda_Sky_Building.jpg/450px-2018_Umeda_Sky_Building.jpg
Fairmont San Francisco,Q4272608,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/2009-0722-FairmontSF.jpg/450px-2009-0722-FairmontSF.jpg
Plaza Tower,Q7203661,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/CBD11Oct07PlazaTower.jpg/450px-CBD11Oct07PlazaTower.jpg
Evolution Tower,Q1985903,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Moscow_International_Business_Center_A_02.jpg/450px-Moscow_International_Business_Center_A_02.jpg
Brown Building (Manhattan),Q4976083,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Triangle_Shirtwaist_Factory_fire_building.jpg/450px-Triangle_Shirtwaist_Factory_fire_building.jpg
Starfield COEX Mall,Q490387,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/%EB%B3%84%EB%A7%88%EB%8B%B9.jpg/450px-%EB%B3%84%EB%A7%88%EB%8B%B9.jpg
Aspire Tower,Q737602,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Aspire_Park%2C_Doha_-_panoramio_%281%29.jpg/450px-Aspire_Park%2C_Doha_-_panoramio_%281%29.jpg
Europa building,Q1375164,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Europa_building_February_2016_%28cropped%29.jpg/450px-Europa_building_February_2016_%28cropped%29.jpg
San Francisco Comfort Women Memorial,Q54958600,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/5802_Triple_Pedestal_%2832795050747%29.jpg/450px-5802_Triple_Pedestal_%2832795050747%29.jpg
Uluṟu-Kata Tjuṯa National Park,Q251999,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/UluruClip3ArtC1941.jpg/450px-UluruClip3ArtC1941.jpg
330 West 42nd Street,Q3303658,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Mcgraw-hill-42nd-st_1.jpg/450px-Mcgraw-hill-42nd-st_1.jpg
Roberto Clemente Bridge,Q7351643,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Pittsburgh_Pirates_Game_254.jpg/450px-Pittsburgh_Pirates_Game_254.jpg
70 St Mary Axe,Q80201655,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/70_St_Mary_Axe_seen_from_Bevis_Marks.jpg/450px-70_St_Mary_Axe_seen_from_Bevis_Marks.jpg
